type	time	latitude	longitude	altitude (m)	hr	cadence	name	desc
T	2018-06-02 08:30:16	47.050853000	7.035115000	436.7	97	81.0	Cressier Chaumont 2018	
T	2018-06-02 08:30:17	47.050873000	7.035093000	436.9	99	81.0		
T	2018-06-02 08:30:19	47.050904000	7.035044000	437.1	102	80.0		
T	2018-06-02 08:30:23	47.050977000	7.034967000	437.4	99	82.0		
T	2018-06-02 08:30:26	47.051031000	7.034901000	437.9	96	83.0		
T	2018-06-02 08:30:29	47.051083000	7.034845000	438.4	91	84.0		
T	2018-06-02 08:30:31	47.051141000	7.034822000	439.0	87	83.0		
T	2018-06-02 08:30:34	47.051228000	7.034831000	439.2	84	83.0		
T	2018-06-02 08:30:41	47.051412000	7.034945000	439.8	84	84.0		
T	2018-06-02 08:30:47	47.051524000	7.035080000	440.3	87	84.0		
T	2018-06-02 08:30:54	47.051646000	7.035200000	440.8	88	84.0		
T	2018-06-02 08:30:56	47.051686000	7.035190000	441.0	91	84.0		
T	2018-06-02 08:30:58	47.051725000	7.035137000	441.0	94	82.0		
T	2018-06-02 08:31:02	47.051792000	7.035028000	441.3	98	83.0		
T	2018-06-02 08:31:04	47.051826000	7.034974000	441.5	102	83.0		
T	2018-06-02 08:31:05	47.051846000	7.034948000	441.6	105	83.0		
T	2018-06-02 08:31:06	47.051860000	7.034924000	441.7	105	83.0		
T	2018-06-02 08:31:08	47.051893000	7.034890000	441.8	113	83.0		
T	2018-06-02 08:31:09	47.051909000	7.034869000	441.9	117	83.0		
T	2018-06-02 08:31:10	47.051927000	7.034844000	442.0	117	83.0		
T	2018-06-02 08:31:11	47.051944000	7.034821000	442.0	123	83.0		
T	2018-06-02 08:31:12	47.051961000	7.034795000	442.1	123	83.0		
T	2018-06-02 08:31:14	47.051992000	7.034749000	442.3	128	83.0		
T	2018-06-02 08:31:16	47.052027000	7.034703000	442.4	132	83.0		
T	2018-06-02 08:31:17	47.052044000	7.034678000	442.5	137	83.0		
T	2018-06-02 08:31:18	47.052060000	7.034657000	442.6	137	84.0		
T	2018-06-02 08:31:19	47.052079000	7.034637000	442.7	140	84.0		
T	2018-06-02 08:31:21	47.052113000	7.034589000	442.8	143	83.0		
T	2018-06-02 08:31:27	47.052219000	7.034442000	443.0	148	84.0		
T	2018-06-02 08:31:35	47.052361000	7.034263000	443.0	149	84.0		
T	2018-06-02 08:31:42	47.052481000	7.034104000	455.0	152	85.0		
T	2018-06-02 08:31:44	47.052524000	7.034090000	459.6	152	85.0		
T	2018-06-02 08:31:49	47.052604000	7.034244000	457.8	155	83.0		
T	2018-06-02 08:31:56	47.052743000	7.034428000	455.0	155	82.0		
T	2018-06-02 08:31:58	47.052772000	7.034479000	453.9	158	82.0		
T	2018-06-02 08:32:05	47.052868000	7.034722000	448.0	158	83.0		
T	2018-06-02 08:32:06	47.052877000	7.034763000	447.9	155	83.0		
T	2018-06-02 08:32:09	47.052903000	7.034846000	447.7	152	84.0		
T	2018-06-02 08:32:12	47.052913000	7.034920000	447.6	151	84.0		
T	2018-06-02 08:32:16	47.052850000	7.035038000	447.1	151	84.0		
T	2018-06-02 08:32:23	47.052747000	7.035261000	446.5	150	85.0		
T	2018-06-02 08:32:31	47.052686000	7.035527000	446.0	150	85.0		
T	2018-06-02 08:32:35	47.052550000	7.035743000	443.1	149	85.0		
T	2018-06-02 08:32:40	47.052396000	7.035952000	440.0	150	85.0		
T	2018-06-02 08:32:45	47.052301000	7.036105000	440.3	146	86.0		
T	2018-06-02 08:32:52	47.052146000	7.036293000	440.1	145	85.0		
T	2018-06-02 08:32:57	47.052104000	7.036488000	440.3	147	85.0		
T	2018-06-02 08:33:04	47.052179000	7.036764000	440.8	150	83.0		
T	2018-06-02 08:33:09	47.052248000	7.036947000	440.7	147	84.0		
T	2018-06-02 08:33:16	47.052320000	7.037222000	440.4	147	84.0		
T	2018-06-02 08:33:23	47.052362000	7.037490000	440.5	149	85.0		
T	2018-06-02 08:33:25	47.052364000	7.037513000	440.6	148	85.0		
T	2018-06-02 08:33:33	47.052538000	7.037394000	441.2	148	84.0		
T	2018-06-02 08:33:38	47.052629000	7.037329000	441.5	151	83.0		
T	2018-06-02 08:33:46	47.052800000	7.037177000	442.1	149	83.0		
T	2018-06-02 08:33:51	47.052903000	7.037045000	442.6	152	83.0		
T	2018-06-02 08:33:56	47.052968000	7.036917000	442.9	155	83.0		
T	2018-06-02 08:34:01	47.053040000	7.036839000	443.5	156	84.0		
T	2018-06-02 08:34:08	47.053173000	7.036766000	444.2	159	83.0		
T	2018-06-02 08:34:16	47.053352000	7.036708000	445.3	159	83.0		
T	2018-06-02 08:34:24	47.053532000	7.036724000	446.7	158	83.0		
T	2018-06-02 08:34:29	47.053636000	7.036776000	447.5	161	83.0		
T	2018-06-02 08:34:35	47.053738000	7.036868000	448.6	164	82.0		
T	2018-06-02 08:34:46	47.053917000	7.036933000	451.6	165	81.0		
T	2018-06-02 08:34:56	47.054086000	7.036989000	454.0	162	80.0		
T	2018-06-02 08:35:07	47.054241000	7.037142000	457.2	164	80.0		
T	2018-06-02 08:35:16	47.054369000	7.037295000	460.2	167	81.0		
T	2018-06-02 08:35:29	47.054510000	7.037489000	464.1	169	79.0		
T	2018-06-02 08:35:42	47.054647000	7.037661000	467.8	168	79.0		
T	2018-06-02 08:35:54	47.054800000	7.037811000	471.8	169	78.0		
T	2018-06-02 08:35:55	47.054812000	7.037825000	472.1	170	78.0		
T	2018-06-02 08:36:00	47.054873000	7.037880000	473.8	170	78.0		
T	2018-06-02 08:36:14	47.055031000	7.038026000	477.4	171	77.0		
T	2018-06-02 08:36:25	47.055134000	7.038172000	480.0	174	77.0		
T	2018-06-02 08:36:36	47.055289000	7.038303000	483.0	174	78.0		
T	2018-06-02 08:36:50	47.055375000	7.038526000	486.8	174	55.0		
T	2018-06-02 08:37:05	47.055430000	7.038791000	489.9	173	49.0		
T	2018-06-02 08:37:20	47.055459000	7.039057000	492.2	171	52.0		
T	2018-06-02 08:37:21	47.055462000	7.039071000	492.3	171	53.0		
T	2018-06-02 08:37:33	47.055562000	7.039294000	493.5	171	76.0		
T	2018-06-02 08:37:42	47.055648000	7.039561000	494.6	169	80.0		
T	2018-06-02 08:37:50	47.055713000	7.039810000	495.3	171	81.0		
T	2018-06-02 08:37:54	47.055765000	7.039910000	495.8	168	80.0		
T	2018-06-02 08:38:03	47.055874000	7.040146000	497.0	168	80.0		
T	2018-06-02 08:38:12	47.055980000	7.040359000	498.7	167	80.0		
T	2018-06-02 08:38:16	47.056024000	7.040455000	499.4	170	80.0		
T	2018-06-02 08:38:22	47.056098000	7.040615000	500.4	167	81.0		
T	2018-06-02 08:38:31	47.056156000	7.040871000	502.2	167	80.0		
T	2018-06-02 08:38:41	47.056260000	7.041102000	504.3	167	80.0		
T	2018-06-02 08:38:50	47.056368000	7.041345000	506.6	169	80.0		
T	2018-06-02 08:39:00	47.056437000	7.041592000	508.5	168	78.0		
T	2018-06-02 08:39:11	47.056525000	7.041844000	510.3	168	78.0		
T	2018-06-02 08:39:23	47.056623000	7.042078000	511.6	169	79.0		
T	2018-06-02 08:39:33	47.056707000	7.042319000	513.1	167	79.0		
T	2018-06-02 08:39:35	47.056733000	7.042374000	513.4	170	80.0		
T	2018-06-02 08:39:40	47.056792000	7.042505000	514.5	166	79.0		
T	2018-06-02 08:39:46	47.056874000	7.042628000	515.2	169	80.0		
T	2018-06-02 08:39:55	47.057022000	7.042817000	516.7	167	80.0		
T	2018-06-02 08:40:04	47.057170000	7.042978000	517.8	168	79.0		
T	2018-06-02 08:40:14	47.057337000	7.043113000	518.5	168	79.0		
T	2018-06-02 08:40:16	47.057363000	7.043132000	518.6	165	79.0		
T	2018-06-02 08:40:20	47.057431000	7.043174000	518.8	168	79.0		
T	2018-06-02 08:40:29	47.057601000	7.043295000	520.4	168	79.0		
T	2018-06-02 08:40:37	47.057745000	7.043458000	523.1	169	78.0		
T	2018-06-02 08:40:48	47.057881000	7.043664000	527.7	169	78.0		
T	2018-06-02 08:40:58	47.057891000	7.043929000	530.2	169	78.0		
T	2018-06-02 08:41:02	47.057874000	7.043958000	530.8	171	0.0		
T	2018-06-02 08:41:09	47.057888000	7.044069000	531.8	168	58.0		
T	2018-06-02 08:41:23	47.057904000	7.044331000	534.1	166	53.0		
T	2018-06-02 08:41:36	47.057962000	7.044590000	536.7	164	76.0		
T	2018-06-02 08:41:46	47.057998000	7.044880000	539.7	163	80.0		
T	2018-06-02 08:41:55	47.058066000	7.045138000	542.8	163	79.0		
T	2018-06-02 08:42:07	47.058230000	7.045149000	546.8	163	77.0		
T	2018-06-02 08:42:13	47.058314000	7.045071000	549.3	166	78.0		
T	2018-06-02 08:42:24	47.058484000	7.044946000	551.9	165	78.0		
T	2018-06-02 08:42:32	47.058571000	7.044807000	551.9	168	78.0		
T	2018-06-02 08:42:48	47.058621000	7.044550000	553.6	166	48.0		
T	2018-06-02 08:43:02	47.058601000	7.044310000	555.3	166	51.0		
T	2018-06-02 08:43:14	47.058579000	7.044099000	556.2	164	52.0		
T	2018-06-02 08:43:28	47.058561000	7.043819000	557.1	163	75.0		
T	2018-06-02 08:43:37	47.058556000	7.043536000	558.3	162	79.0		
T	2018-06-02 08:43:41	47.058546000	7.043407000	558.6	165	80.0		
T	2018-06-02 08:43:48	47.058556000	7.043202000	559.7	162	80.0		
T	2018-06-02 08:43:59	47.058589000	7.042928000	562.1	164	79.0		
T	2018-06-02 08:44:10	47.058596000	7.042687000	563.4	167	77.0		
T	2018-06-02 08:44:20	47.058590000	7.042411000	563.7	169	78.0		
T	2018-06-02 08:44:25	47.058587000	7.042312000	564.0	169	79.0		
T	2018-06-02 08:44:34	47.058514000	7.042073000	564.5	170	80.0		
T	2018-06-02 08:44:43	47.058418000	7.041861000	564.2	167	80.0		
T	2018-06-02 08:44:47	47.058384000	7.041758000	564.6	170	80.0		
T	2018-06-02 08:44:51	47.058358000	7.041642000	565.2	167	80.0		
T	2018-06-02 08:45:00	47.058283000	7.041379000	565.6	167	80.0		
T	2018-06-02 08:45:03	47.058260000	7.041276000	566.1	170	80.0		
T	2018-06-02 08:45:11	47.058219000	7.041015000	567.9	171	80.0		
T	2018-06-02 08:45:15	47.058213000	7.040913000	568.6	168	80.0		
T	2018-06-02 08:45:18	47.058215000	7.040844000	568.8	171	80.0		
T	2018-06-02 08:45:22	47.058219000	7.040748000	568.7	168	79.0		
T	2018-06-02 08:45:33	47.058172000	7.040462000	569.4	170	80.0		
T	2018-06-02 08:45:42	47.058139000	7.040190000	570.6	171	80.0		
T	2018-06-02 08:45:44	47.058130000	7.040132000	570.8	170	80.0		
T	2018-06-02 08:45:54	47.058194000	7.039887000	573.0	170	78.0		
T	2018-06-02 08:46:04	47.058364000	7.039751000	580.2	171	79.0		
T	2018-06-02 08:46:15	47.058539000	7.039637000	585.8	171	79.0		
T	2018-06-02 08:46:25	47.058708000	7.039532000	592.1	171	79.0		
T	2018-06-02 08:46:37	47.058887000	7.039499000	596.2	172	77.0		
T	2018-06-02 08:46:48	47.059040000	7.039651000	598.6	174	78.0		
T	2018-06-02 08:46:59	47.059198000	7.039815000	600.2	172	79.0		
T	2018-06-02 08:47:08	47.059352000	7.039979000	601.4	171	80.0		
T	2018-06-02 08:47:18	47.059515000	7.040131000	603.7	170	80.0		
T	2018-06-02 08:47:22	47.059572000	7.040190000	604.6	172	81.0		
T	2018-06-02 08:47:32	47.059740000	7.040293000	607.0	171	80.0		
T	2018-06-02 08:47:44	47.059891000	7.040156000	610.7	172	76.0		
T	2018-06-02 08:47:58	47.060000000	7.039928000	613.9	174	77.0		
T	2018-06-02 08:48:15	47.060058000	7.039681000	616.9	172	52.0		
T	2018-06-02 08:48:31	47.060082000	7.039414000	620.1	172	51.0		
T	2018-06-02 08:48:34	47.060086000	7.039370000	620.6	171	49.0		
T	2018-06-02 08:48:49	47.060118000	7.039092000	624.4	171	51.0		
T	2018-06-02 08:48:50	47.060119000	7.039069000	624.7	171	51.0		
T	2018-06-02 08:49:02	47.060106000	7.038803000	627.1	170	53.0		
T	2018-06-02 08:49:12	47.060096000	7.038633000	628.6	170	54.0		
T	2018-06-02 08:49:16	47.060078000	7.038574000	629.5	170	52.0		
T	2018-06-02 08:49:20	47.060060000	7.038512000	630.5	169	51.0		
T	2018-06-02 08:49:25	47.060029000	7.038425000	631.7	168	52.0		
T	2018-06-02 08:49:35	47.059961000	7.038258000	633.6	168	52.0		
T	2018-06-02 08:49:46	47.059930000	7.038094000	635.8	165	51.0		
T	2018-06-02 08:49:47	47.059929000	7.038075000	636.0	165	51.0		
T	2018-06-02 08:49:53	47.059920000	7.037980000	637.0	164	51.0		
T	2018-06-02 08:49:55	47.059915000	7.037952000	637.4	164	51.0		
T	2018-06-02 08:50:14	47.059955000	7.037668000	641.3	163	50.0		
T	2018-06-02 08:50:23	47.059993000	7.037525000	643.6	160	50.0		
T	2018-06-02 08:50:37	47.060048000	7.037265000	646.4	156	52.0		
T	2018-06-02 08:50:52	47.060100000	7.036994000	649.3	158	54.0		
T	2018-06-02 08:51:06	47.060161000	7.036741000	652.3	159	54.0		
T	2018-06-02 08:51:13	47.060172000	7.036586000	654.2	160	53.0		
T	2018-06-02 08:51:22	47.060148000	7.036417000	656.6	160	54.0		
T	2018-06-02 08:51:25	47.060141000	7.036366000	657.1	160	52.0		
T	2018-06-02 08:51:30	47.060123000	7.036273000	658.1	159	52.0		
T	2018-06-02 08:51:32	47.060113000	7.036244000	658.5	159	52.0		
T	2018-06-02 08:51:38	47.060111000	7.036138000	659.7	159	53.0		
T	2018-06-02 08:51:44	47.060086000	7.036045000	660.7	161	52.0		
T	2018-06-02 08:51:59	47.060089000	7.035776000	663.9	161	54.0		
T	2018-06-02 08:52:13	47.060062000	7.035518000	666.9	159	54.0		
T	2018-06-02 08:52:27	47.060016000	7.035242000	670.2	159	54.0		
T	2018-06-02 08:52:41	47.059932000	7.034999000	672.4	159	54.0		
T	2018-06-02 08:52:53	47.059862000	7.034755000	675.0	158	52.0		
T	2018-06-02 08:53:06	47.059803000	7.034504000	677.9	158	77.0		
T	2018-06-02 08:53:11	47.059774000	7.034407000	678.8	161	76.0		
T	2018-06-02 08:53:15	47.059747000	7.034321000	679.7	161	76.0		
T	2018-06-02 08:53:27	47.059711000	7.034055000	682.9	163	76.0		
T	2018-06-02 08:53:38	47.059636000	7.033808000	685.0	164	75.0		
T	2018-06-02 08:53:49	47.059548000	7.033552000	687.6	164	77.0		
T	2018-06-02 08:54:00	47.059468000	7.033295000	690.7	165	76.0		
T	2018-06-02 08:54:10	47.059432000	7.033026000	693.2	166	76.0		
T	2018-06-02 08:54:21	47.059385000	7.032749000	695.6	167	78.0		
T	2018-06-02 08:54:31	47.059352000	7.032489000	698.0	167	78.0		
T	2018-06-02 08:54:42	47.059321000	7.032206000	700.2	167	78.0		
T	2018-06-02 08:54:52	47.059220000	7.031981000	701.6	165	77.0		
T	2018-06-02 08:54:58	47.059142000	7.031828000	703.2	168	77.0		
T	2018-06-02 08:55:07	47.059066000	7.031575000	705.7	168	77.0		
T	2018-06-02 08:55:18	47.059017000	7.031299000	707.7	169	77.0		
T	2018-06-02 08:55:29	47.058994000	7.031024000	710.0	167	78.0		
T	2018-06-02 08:55:36	47.058991000	7.030868000	711.2	168	78.0		
T	2018-06-02 08:55:48	47.059001000	7.030642000	712.4	169	78.0		
T	2018-06-02 08:56:00	47.059020000	7.030354000	715.8	170	77.0		
T	2018-06-02 08:56:03	47.059025000	7.030275000	716.9	171	78.0		
T	2018-06-02 08:56:13	47.059045000	7.029981000	719.0	172	79.0		
T	2018-06-02 08:56:21	47.059048000	7.029826000	719.4	172	0.0		
T	2018-06-02 08:56:23	47.059045000	7.029798000	719.4	171	0.0		
T	2018-06-02 08:56:27	47.059051000	7.029778000	719.4	168	0.0		
T	2018-06-02 08:56:43	47.059064000	7.029590000	719.7	165	58.0		
T	2018-06-02 08:56:53	47.059224000	7.029452000	720.2	163	81.0		
T	2018-06-02 08:56:55	47.059239000	7.029412000	720.5	163	82.0		
T	2018-06-02 08:57:00	47.059236000	7.029290000	721.5	160	79.0		
T	2018-06-02 08:57:09	47.059223000	7.029066000	722.3	160	77.0		
T	2018-06-02 08:57:11	47.059227000	7.029027000	722.6	163	78.0		
T	2018-06-02 08:57:16	47.059204000	7.028902000	723.4	162	77.0		
T	2018-06-02 08:57:24	47.059128000	7.028706000	724.2	159	77.0		
T	2018-06-02 08:57:29	47.059087000	7.028608000	725.0	160	78.0		
T	2018-06-02 08:57:32	47.059047000	7.028537000	725.6	161	77.0		
T	2018-06-02 08:57:42	47.058966000	7.028307000	726.9	163	78.0		
T	2018-06-02 08:57:53	47.058878000	7.028044000	728.6	164	77.0		
T	2018-06-02 08:58:02	47.058799000	7.027852000	730.1	165	77.0		
T	2018-06-02 08:58:07	47.058744000	7.027704000	731.2	164	77.0		
T	2018-06-02 08:58:15	47.058675000	7.027498000	732.3	167	77.0		
T	2018-06-02 08:58:24	47.058666000	7.027279000	733.5	167	77.0		
T	2018-06-02 08:58:29	47.058706000	7.027163000	734.4	166	77.0		
T	2018-06-02 08:58:38	47.058805000	7.026962000	735.7	166	78.0		
T	2018-06-02 08:58:49	47.058884000	7.026715000	737.3	166	77.0		
T	2018-06-02 08:58:52	47.058911000	7.026645000	737.5	167	77.0		
T	2018-06-02 08:58:57	47.058942000	7.026539000	738.3	167	76.0		
T	2018-06-02 08:58:59	47.058955000	7.026496000	738.6	167	76.0		
T	2018-06-02 08:59:02	47.058968000	7.026424000	739.0	164	77.0		
T	2018-06-02 08:59:03	47.058973000	7.026394000	739.1	165	77.0		
T	2018-06-02 08:59:13	47.059071000	7.026158000	740.5	165	77.0		
T	2018-06-02 08:59:24	47.059159000	7.025915000	742.1	166	78.0		
T	2018-06-02 08:59:35	47.059264000	7.025684000	743.8	166	77.0		
T	2018-06-02 08:59:47	47.059362000	7.025443000	745.5	167	77.0		
T	2018-06-02 08:59:53	47.059381000	7.025294000	746.8	168	77.0		
T	2018-06-02 09:00:04	47.059462000	7.025043000	748.7	169	77.0		
T	2018-06-02 09:00:15	47.059516000	7.024846000	749.9	168	77.0		
T	2018-06-02 09:00:30	47.059464000	7.024729000	750.5	168	77.0		
T	2018-06-02 09:00:43	47.059300000	7.024821000	751.0	166	78.0		
T	2018-06-02 09:00:50	47.059230000	7.024777000	751.6	167	77.0		
T	2018-06-02 09:00:58	47.059161000	7.024728000	752.2	167	76.0		
T	2018-06-02 09:01:09	47.058975000	7.024662000	754.1	166	74.0		
T	2018-06-02 09:01:18	47.058857000	7.024614000	754.9	167	78.0		
T	2018-06-02 09:01:27	47.058693000	7.024484000	757.3	169	78.0		
T	2018-06-02 09:01:37	47.058545000	7.024333000	758.9	169	78.0		
T	2018-06-02 09:01:45	47.058379000	7.024200000	760.3	168	78.0		
T	2018-06-02 09:01:51	47.058296000	7.024110000	761.1	167	78.0		
T	2018-06-02 09:02:04	47.058155000	7.023928000	761.8	168	77.0		
T	2018-06-02 09:02:16	47.058023000	7.023752000	762.0	168	75.0		
T	2018-06-02 09:02:22	47.057934000	7.023672000	762.5	167	76.0		
T	2018-06-02 09:02:26	47.057880000	7.023605000	763.4	167	76.0		
T	2018-06-02 09:02:28	47.057853000	7.023566000	763.7	170	75.0		
T	2018-06-02 09:02:38	47.057711000	7.023386000	765.6	170	74.0		
T	2018-06-02 09:02:42	47.057676000	7.023304000	766.1	169	76.0		
T	2018-06-02 09:02:43	47.057660000	7.023289000	766.4	170	76.0		
T	2018-06-02 09:02:53	47.057538000	7.023076000	768.1	171	76.0		
T	2018-06-02 09:02:54	47.057524000	7.023049000	768.4	171	76.0		
T	2018-06-02 09:02:55	47.057507000	7.023028000	768.7	170	76.0		
T	2018-06-02 09:03:04	47.057373000	7.022841000	770.2	168	53.0		
T	2018-06-02 09:03:15	47.057282000	7.022607000	771.8	168	50.0		
T	2018-06-02 09:03:16	47.057275000	7.022584000	772.0	167	50.0		
T	2018-06-02 09:03:29	47.057208000	7.022331000	774.4	168	52.0		
T	2018-06-02 09:03:30	47.057159000	7.022317000	775.0	168	52.0		
T	2018-06-02 09:03:33	47.057072000	7.022233000	775.6	168	52.0		
T	2018-06-02 09:03:43	47.056961000	7.022015000	775.6	169	76.0		
T	2018-06-02 09:03:54	47.056805000	7.021837000	774.9	169	77.0		
T	2018-06-02 09:04:03	47.056667000	7.021667000	774.4	167	77.0		
T	2018-06-02 09:04:12	47.056539000	7.021470000	774.1	167	78.0		
T	2018-06-02 09:04:16	47.056481000	7.021386000	774.0	164	78.0		
T	2018-06-02 09:04:19	47.056431000	7.021320000	774.0	167	78.0		
T	2018-06-02 09:04:23	47.056372000	7.021241000	773.9	164	78.0		
T	2018-06-02 09:04:32	47.056235000	7.021046000	773.4	163	78.0		
T	2018-06-02 09:04:39	47.056131000	7.020896000	773.0	165	78.0		
T	2018-06-02 09:04:45	47.056049000	7.020764000	772.7	162	77.0		
T	2018-06-02 09:04:55	47.055938000	7.020548000	772.0	162	76.0		
T	2018-06-02 09:05:02	47.055848000	7.020395000	771.5	165	77.0		
T	2018-06-02 09:05:12	47.055724000	7.020179000	771.0	165	78.0		
T	2018-06-02 09:05:23	47.055587000	7.019975000	774.9	164	77.0		
T	2018-06-02 09:05:34	47.055457000	7.019759000	781.6	165	76.0		
T	2018-06-02 09:05:44	47.055323000	7.019559000	786.8	165	76.0		
T	2018-06-02 09:05:55	47.055187000	7.019350000	795.6	164	76.0		
T	2018-06-02 09:06:05	47.055088000	7.019114000	798.9	165	77.0		
T	2018-06-02 09:06:16	47.055008000	7.018869000	797.7	166	76.0		
T	2018-06-02 09:06:29	47.054919000	7.018624000	796.4	167	77.0		
T	2018-06-02 09:06:33	47.054889000	7.018577000	796.0	168	77.0		
T	2018-06-02 09:06:36	47.054870000	7.018540000	795.7	165	56.0		
T	2018-06-02 09:06:38	47.054854000	7.018507000	795.5	164	55.0		
T	2018-06-02 09:06:52	47.054765000	7.018272000	794.6	166	54.0		
T	2018-06-02 09:06:59	47.054715000	7.018121000	793.4	162	77.0		
T	2018-06-02 09:07:02	47.054701000	7.018057000	793.1	165	75.0		
T	2018-06-02 09:07:04	47.054694000	7.018015000	792.8	169	75.0		
T	2018-06-02 09:07:16	47.054660000	7.017755000	793.2	167	77.0		
T	2018-06-02 09:07:28	47.054580000	7.017511000	796.0	168	77.0		
T	2018-06-02 09:07:39	47.054549000	7.017249000	798.4	169	77.0		
T	2018-06-02 09:07:50	47.054520000	7.016974000	800.1	169	77.0		
T	2018-06-02 09:07:52	47.054518000	7.016890000	800.8	168	77.0		
T	2018-06-02 09:07:59	47.054472000	7.016608000	802.0	168	79.0		
T	2018-06-02 09:08:01	47.054453000	7.016534000	802.0	169	78.0		
T	2018-06-02 09:08:10	47.054403000	7.016249000	804.8	169	77.0		
T	2018-06-02 09:08:19	47.054345000	7.015988000	807.2	170	77.0		
T	2018-06-02 09:08:30	47.054308000	7.015712000	809.4	171	78.0		
T	2018-06-02 09:08:41	47.054252000	7.015448000	812.3	171	78.0		
T	2018-06-02 09:08:51	47.054207000	7.015172000	812.2	169	79.0		
T	2018-06-02 09:09:01	47.054175000	7.014908000	810.8	171	78.0		
T	2018-06-02 09:09:06	47.054148000	7.014787000	810.5	170	78.0		
T	2018-06-02 09:09:19	47.054130000	7.014689000	810.3	167	0.0		
T	2018-06-02 09:09:51	47.054123000	7.014559000	810.0	164	0.0		
T	2018-06-02 09:09:55	47.054132000	7.014544000	810.0	161	0.0		
T	2018-06-02 09:09:59	47.054159000	7.014473000	809.8	158	58.0		
T	2018-06-02 09:10:03	47.054177000	7.014380000	809.6	155	78.0		
T	2018-06-02 09:10:09	47.054245000	7.014190000	808.8	149	82.0		
T	2018-06-02 09:10:12	47.054300000	7.014100000	808.2	146	83.0		
T	2018-06-02 09:10:19	47.054445000	7.013927000	806.8	147	82.0		
T	2018-06-02 09:10:26	47.054609000	7.013799000	806.0	152	82.0		
T	2018-06-02 09:10:34	47.054760000	7.013625000	806.0	153	82.0		
T	2018-06-02 09:10:43	47.054889000	7.013409000	806.0	153	82.0		
T	2018-06-02 09:10:45	47.054921000	7.013365000	806.0	150	81.0		
T	2018-06-02 09:10:54	47.055087000	7.013225000	806.2	151	81.0		
T	2018-06-02 09:11:00	47.055198000	7.013165000	806.7	155	80.0		
T	2018-06-02 09:11:10	47.055390000	7.013176000	807.7	156	82.0		
T	2018-06-02 09:11:18	47.055583000	7.013158000	808.3	154	81.0		
T	2018-06-02 09:11:24	47.055767000	7.013155000	808.8	154	82.0		
T	2018-06-02 09:11:31	47.055967000	7.013115000	809.7	156	82.0		
T	2018-06-02 09:11:37	47.056121000	7.012979000	811.0	154	82.0		
T	2018-06-02 09:11:44	47.056286000	7.012829000	812.8	154	81.0		
T	2018-06-02 09:11:52	47.056399000	7.012626000	813.3	155	82.0		
T	2018-06-02 09:12:00	47.056526000	7.012423000	811.3	154	81.0		
T	2018-06-02 09:12:06	47.056613000	7.012248000	810.0	151	81.0		
T	2018-06-02 09:12:15	47.056758000	7.012077000	815.1	154	81.0		
T	2018-06-02 09:12:23	47.056858000	7.011867000	816.0	157	80.0		
